nodes PCs graph_id level exec_time_prereq exec_time_gurobi VCs pot_paths objective VCs_created graph_diameter number_of_trxs
7 14 5 1 4.109878753000089 0.008304020999958084 14 51 33.0 2 2 5 
7 14 6 -1 4.106038034999983 0.003844409000066662 0 14 31.0 0 2 5 
7 14 6 0 4.083893032999981 0.008301619000008031 14 58 11.0 1 2 5 
7 14 6 1 3.975090301000023 0.0051228639999862935 14 58 11.0 1 2 5 
7 14 7 -1 4.165909819000035 0.0054747560000123485 0 13 0.0 0 2 5 
7 14 7 0 4.0301770529999885 0.006437276000042402 15 62 0.0 0 2 5 
7 14 7 1 4.106762877000051 0.008894597999983489 15 62 0.0 0 2 5 
7 14 8 -1 4.10720372600008 0.003732592000005752 0 15 0.0 0 2 5 
7 14 8 0 4.033456106000017 0.004143282999962139 11 41 0.0 0 2 5 
7 14 8 1 4.234505568000031 0.007047382000109792 11 41 0.0 0 2 5 
7 14 9 -1 4.258730383999932 0.0055248449999680815 0 12 68.0 0 2 5 
7 14 9 0 4.220091393999951 0.012239114000067275 11 48 30.0 2 2 5 
7 14 9 1 4.172199868999996 0.005344261000004735 11 48 30.0 2 2 5 
7 14 10 -1 4.029541093000034 0.003500151000025653 0 10 64.0 0 2 5 
7 14 10 0 4.070708311999965 0.006648061999953825 13 47 40.0 4 2 5 
7 14 10 1 4.132937826999978 0.004786058000036064 13 47 40.0 4 2 5 
7 14 11 -1 3.9946046109999997 0.0037540170000056605 0 12 46.0 0 2 5 
7 14 11 0 4.064457559999937 0.007851001000062752 15 63 42.0 2 2 5 
7 14 11 1 4.107234227000049 0.005600342999969143 15 63 42.0 2 2 5 
7 14 12 -1 4.12307892900003 0.006468027000096299 0 17 0.0 0 2 5 
7 14 12 0 3.882798790000038 0.0053377399999590125 11 42 0.0 0 2 5 
7 14 12 1 4.068240015000015 0.005057925999949475 11 42 0.0 0 2 5 
7 14 13 -1 4.063129486999969 0.0036803589999863107 0 17 44.0 0 2 5 
7 14 13 0 3.91119778999996 0.00872978500001409 17 60 30.0 3 2 5 
7 14 13 1 3.990077874000008 0.007458505000045079 17 60 30.0 3 2 5 
7 14 14 -1 4.212786946000051 0.004931498000019019 0 11 38.0 0 2 5 
7 14 14 0 4.144885254999963 0.004951482000024043 16 55 25.0 2 2 5 
7 14 14 1 4.0380610380000235 0.015395509999962087 16 55 25.0 2 2 5 
7 14 15 -1 3.9703782230000115 0.0075502759999608315 0 8 61.0 0 2 5 
7 14 15 0 4.13490394400003 0.008531100999903174 13 58 47.0 3 2 5 
7 14 15 1 4.14060989799998 0.009392162999915854 13 58 47.0 3 2 5 
7 14 16 -1 4.0805876260000105 0.0034451300000455376 0 13 49.0 0 2 5 
7 14 16 0 4.227231254000003 0.0049170700000331635 16 63 33.0 2 2 5 
7 14 16 1 4.063435383999945 0.004998465000085162 16 63 33.0 2 2 5 
7 14 17 -1 4.256496826999978 0.006812953999997262 0 11 39.0 0 2 5 
7 14 17 0 4.129928393 0.005553022999947643 15 53 22.0 2 2 5 
7 14 17 1 4.00765689800005 0.008394390999910684 15 53 22.0 2 2 5 
7 14 18 -1 4.049110953999957 0.0039728039999999964 0 12 35.0 0 2 5 
7 14 18 0 4.15100604099996 0.004329375999986951 16 62 35.0 2 2 5 
7 14 18 1 4.149545837000005 0.005010516999959691 16 62 35.0 2 2 5 
7 14 19 -1 3.8723234130000037 0.00615633200004595 0 11 40.0 0 2 5 
7 14 19 0 4.197733858999982 0.006608899000070778 16 62 21.0 2 2 5 
7 14 19 1 4.022617488999913 0.006034794000015609 16 62 21.0 2 2 5 
7 14 20 -1 4.090911897999945 0.0042822919999707665 0 12 54.0 0 2 5 
7 14 20 0 4.2660378790000095 0.010803885999962404 15 63 37.0 2 2 5 
7 14 20 1 4.099570314999937 0.0075741959999504616 15 63 37.0 2 2 5 
7 14 21 -1 4.146061641000074 0.004723828000010144 0 49 34.0 0 3 5 
7 14 21 0 4.074906507000037 0.0073548489999666344 12 210 27.0 2 3 5 
7 14 21 1 4.267283397000028 0.007154867000053855 20 458 27.0 2 3 5 
7 14 22 -1 4.284851212000035 0.003790550999951847 0 28 138.0 0 3 5 
7 14 22 0 4.4356054319999885 0.031669295000028796 12 288 61.0 1 3 5 
7 14 22 1 4.530813187000035 0.013291762999983803 28 560 41.0 2 3 5 
7 14 23 -1 4.1908740950000265 0.004115597999998499 0 14 28.0 0 2 5 
7 14 23 0 4.141082540999946 0.004546217999973123 14 55 10.0 1 2 5 
7 14 23 1 4.035147324000036 0.012866307999956916 14 55 10.0 1 2 5 
7 14 24 -1 4.077416092000021 0.003742134000049191 0 13 47.0 0 2 5 
7 14 24 0 4.223458425999979 0.004419287000018812 19 71 33.0 3 2 5 
7 14 24 1 4.100328245000014 0.007657630000039717 19 71 33.0 3 2 5 
8 16 0 -1 4.245450303999974 0.008527437999987342 0 10 47.0 0 2 5 
8 16 0 0 4.19137428800002 0.008882399999947665 22 66 33.0 3 2 5 
8 16 0 1 4.248478582000075 0.005752019000055952 22 66 33.0 3 2 5 
8 16 1 -1 4.039835894000021 0.007868185999996058 0 23 204.0 0 3 5 
8 16 1 0 4.1944293049999715 0.011068238000007113 19 346 100.0 3 3 5 
8 16 1 1 4.3024725550000085 0.01782233400001587 31 622 97.0 3 3 5 
8 16 2 -1 4.227251352000053 0.0035902470000337416 0 11 24.0 0 2 5 
8 16 2 0 4.010402333000002 0.006859383000005437 24 69 22.0 1 2 5 
8 16 2 1 4.163857828999994 0.006369156000005205 24 69 22.0 1 2 5 
8 16 3 -1 3.947492458999932 0.003697562999946058 0 36 53.0 0 3 5 
8 16 3 0 4.348949234999964 0.00860573900001782 20 374 30.0 2 3 5 
8 16 3 1 5.207285501000001 0.03140190100009477 38 1310 30.0 2 3 5 
8 16 4 -1 4.003701091999915 0.004170239000018228 0 10 56.0 0 2 5 
8 16 4 0 4.112917519000007 0.004538744000001316 19 57 39.0 3 2 5 
8 16 4 1 4.069253860000003 0.007018733999984761 19 57 39.0 3 2 5 
8 16 5 -1 3.9807652150000195 0.0059043539999947825 0 14 38.0 0 2 5 
8 16 5 0 4.154343537000045 0.007923568000023806 23 65 10.0 1 2 5 
8 16 5 1 4.21768605200009 0.006044033999842213 23 65 10.0 1 2 5 
8 16 6 -1 4.049314802000026 0.006414112000129535 0 32 81.0 0 3 5 
8 16 6 0 4.170582876000026 0.007343006999917634 21 400 61.0 3 3 5 
8 16 6 1 4.784549517999949 0.038920320999977776 39 1210 52.0 4 3 5 
8 16 7 -1 4.122949247999941 0.0038799550000021554 0 34 85.0 0 3 5 
8 16 7 0 4.426980977000085 0.007557736000080695 20 329 38.0 2 3 5 
8 16 7 1 4.520447924999871 0.013320007000174883 30 689 38.0 2 3 5 
8 16 8 -1 3.9573540310000226 0.0035496230000262585 0 35 92.0 0 3 5 
8 16 8 0 4.43557943299993 0.017930210000031366 20 346 48.0 2 3 5 
8 16 8 1 4.848069423999959 0.018965387999969607 44 1194 38.0 3 3 5 
8 16 9 -1 4.106009717999996 0.0036455049998949107 0 15 49.0 0 2 5 
8 16 9 0 4.107003172000077 0.006802068000069994 24 101 18.0 1 2 5 
8 16 9 1 4.222250222999946 0.01094687799991334 24 101 18.0 1 2 5 
8 16 10 -1 3.9948830250000356 0.003565580999975282 0 11 62.0 0 2 5 
8 16 10 0 4.204314540000041 0.007144846000073812 17 52 40.0 3 2 5 
8 16 10 1 4.20815374200015 0.007932642000014312 17 52 40.0 3 2 5 
8 16 11 -1 4.129933334000043 0.004052749999800653 0 32 78.0 0 3 5 
8 16 11 0 4.218533950000165 0.012180612000065594 21 417 38.0 1 3 5 
8 16 11 1 5.554357172999971 0.029333785999824613 51 1617 30.0 2 3 5 
8 16 12 -1 4.095821010999998 0.0035151689999111113 0 11 45.0 0 2 5 
8 16 12 0 3.999702221000007 0.004699151000068014 23 66 35.0 2 2 5 
8 16 12 1 3.9630261710001378 0.00498421700012841 23 66 35.0 2 2 5 
8 16 13 -1 4.130521561000023 0.0033808199998475175 0 7 58.0 0 2 5 
8 16 13 0 3.9368899339999643 0.011549787000149081 19 56 24.0 2 2 5 
8 16 13 1 4.0684413550000045 0.006265359999815701 19 56 24.0 2 2 5 
8 16 14 -1 4.106248483000172 0.005921997000086776 0 9 61.0 0 2 5 
8 16 14 0 4.1490215329999955 0.004459266999901956 24 68 56.0 4 2 5 
8 16 14 1 4.0876622060000045 0.008854944999939107 24 68 56.0 4 2 5 
8 16 15 -1 4.114829383999904 0.003439337999907366 0 11 43.0 0 2 5 
8 16 15 0 4.299003827999968 0.005078057999980956 20 50 28.0 2 2 5 
8 16 15 1 4.043799407000051 0.0043811200000618555 20 50 28.0 2 2 5 
8 16 16 -1 4.302960465000069 0.005957605000048716 0 9 69.0 0 2 5 
8 16 16 0 4.22053281400008 0.004642345000092973 20 54 48.0 4 2 5 
8 16 16 1 4.25996008900006 0.00509253399991394 20 54 48.0 4 2 5 
8 16 17 -1 3.9547070810001514 0.005236949000163804 0 10 39.0 0 2 5 
8 16 17 0 4.167938529999901 0.004914819000077841 20 56 26.0 2 2 5 
8 16 17 1 4.169711852999853 0.007452748999867254 20 56 26.0 2 2 5 
8 16 18 -1 4.062317343000132 0.0033397400000012567 0 39 80.0 0 3 5 
8 16 18 0 4.095785242000147 0.009549198000058823 21 395 50.0 1 3 5 
8 16 18 1 4.413310746999969 0.011761775999957536 33 659 50.0 1 3 5 
8 16 19 -1 4.084386444000074 0.004128732000026503 0 11 37.0 0 2 5 
8 16 19 0 4.207042094999906 0.008228342000165867 22 69 23.0 2 2 5 
8 16 19 1 4.1220686110000315 0.006346683999936431 22 69 23.0 2 2 5 
8 16 20 -1 3.9325920280000446 0.004130957999905149 0 7 56.0 0 2 5 
8 16 20 0 4.202075150000155 0.004759381999974721 19 55 49.0 4 2 5 
8 16 20 1 4.188171624000006 0.004284879999886471 19 55 49.0 4 2 5 
8 16 21 -1 4.0332798019999245 0.004096140999990894 0 34 119.0 0 3 5 
8 16 21 0 4.124515623999969 0.013099459999921237 20 353 66.0 3 3 5 
8 16 21 1 5.176325553999959 0.036514204000013706 44 1287 56.0 3 3 5 
8 16 22 -1 4.040240496000024 0.003819041000042489 0 12 11.0 0 2 5 
8 16 22 0 4.050859312000057 0.004962169000009453 18 47 10.0 1 2 5 
8 16 22 1 4.061226709999801 0.007635000999925978 18 47 10.0 1 2 5 
8 16 23 -1 4.042513053999983 0.003901490000089325 0 12 43.0 0 2 5 
8 16 23 0 4.077336876000118 0.004983478999974977 22 66 22.0 2 2 5 
8 16 23 1 4.246095806000085 0.0053970960000242485 22 66 22.0 2 2 5 
8 16 24 -1 4.031873289000032 0.005230929999925138 0 14 40.0 0 2 5 
8 16 24 0 4.197887619000085 0.0068079479999596515 21 61 28.0 2 2 5 
8 16 24 1 4.098899645000074 0.006317249999938213 21 61 28.0 2 2 5 
9 18 0 -1 4.302682230000073 0.00404747400011729 0 35 28.0 0 3 5 
9 18 0 0 4.363837748000151 0.008202485999845521 22 337 27.0 1 3 5 
9 18 0 1 5.313922328999979 0.021596824999960518 50 1369 27.0 1 3 5 
9 18 1 -1 3.985240114000135 0.003654015999927651 0 8 71.0 0 2 5 
9 18 1 0 4.126589798000168 0.006236589000081949 27 66 40.0 3 2 5 
9 18 1 1 4.150444880000123 0.005629819000205316 27 66 40.0 3 2 5 
9 18 2 -1 3.8819044990000293 0.0071162140000069485 0 39 89.0 0 3 5 
9 18 2 0 4.357149053999819 0.008377703000178371 30 550 61.0 4 3 5 
9 18 2 1 4.845035729000074 0.012650239999857149 44 942 61.0 4 3 5 
9 18 3 -1 4.264076410000143 0.004429002000051696 0 23 102.0 0 3 5 
9 18 3 0 4.3604358219999995 0.006877047999978458 28 418 60.0 3 3 5 
9 18 3 1 11.218370839999807 0.09168358099987017 66 5164 60.0 4 3 5 
9 18 4 -1 4.029884152000022 0.003506173999994644 0 10 42.0 0 2 5 
9 18 4 0 4.225134491999825 0.004828599000120448 31 75 36.0 2 2 5 
9 18 4 1 4.060416411000006 0.005233987999872625 31 75 36.0 2 2 5 
9 18 5 -1 4.059514460999935 0.005696478000118077 0 12 49.0 0 2 5 
9 18 5 0 4.224173477000022 0.004683405999912793 27 63 30.0 3 2 5 
9 18 5 1 3.9054336070000772 0.004784597000025315 27 63 30.0 3 2 5 
9 18 6 -1 4.081661318999977 0.0037624939998295304 0 33 49.0 0 3 5 
9 18 6 0 4.147680406000063 0.007198034000111875 23 393 32.0 2 3 5 
9 18 6 1 5.646408930999996 0.03732211300007293 49 1701 32.0 1 3 5 
9 18 7 -1 4.039747860000034 0.0051525300000321295 0 27 72.0 0 3 5 
9 18 7 0 4.444929832999833 0.006850385999996433 30 508 65.0 4 3 5 
9 18 7 1 4.9568781309999395 0.014864978999867162 44 1180 65.0 3 3 5 
9 18 8 -1 4.013447283000005 0.004525688000057926 0 13 53.0 0 2 5 
9 18 8 0 4.059148670000013 0.005384706000086226 31 70 53.0 4 2 5 
9 18 8 1 3.9999280970000655 0.005050383000025249 31 70 53.0 4 2 5 
9 18 9 -1 3.96905098000002 0.007447167999998783 0 9 64.0 0 2 5 
9 18 9 0 3.999578274999976 0.006606693999856361 28 74 36.0 2 2 5 
9 18 9 1 4.0677502979999645 0.005702521000102934 28 74 36.0 2 2 5 
9 18 10 -1 4.000341316999993 0.004909572999849843 0 41 82.0 0 3 5 
9 18 10 0 4.189786963000188 0.007913188999964405 28 459 41.0 3 3 5 
9 18 10 1 6.467168180000044 0.04568503900009091 66 2315 41.0 3 3 5 
9 18 11 -1 4.129912453000088 0.005643677000080061 0 9 68.0 0 2 5 
9 18 11 0 4.071104310999999 0.004752265999968586 28 54 46.0 3 2 5 
9 18 11 1 4.084294305000185 0.00515348199996879 28 54 46.0 3 2 5 
9 18 12 -1 3.887367221999966 0.007143865999978516 0 12 50.0 0 2 5 
9 18 12 0 4.265878434000115 0.006249717999935456 30 76 30.0 3 2 5 
